origen_aseguradora,id_original,marca,modelo,anio,version_original,transmision,activo
ZURICH,72350,AUDI,A1,2015,A1 SB S LINE HB S TRONIC AA EE MP3 USB BA 185HP ABS 1.4L 4CIL 5P 6OCUP,,1
ZURICH,33490,AUDI,A1,2016,COOL TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33491,AUDI,A1,2016,COOL TUR HB S TRONIC 125HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33492,AUDI,A1,2016,EGO TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33493,AUDI,A1,2016,EGO TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33494,AUDI,A1,2016,SLINE TUR HB S TRONIC 185HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33495,AUDI,A1,2016,S LINE TFSI HB S TRONIC AA EE AM BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33496,AUDI,A1,2016,EGO TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33497,AUDI,A1,2016,EGO TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33498,AUDI,A1,2016,COOL TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33499,AUDI,A1,2016,COOL TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33500,AUDI,A1,2016,ACTIVE HB S TRONIC AA EE CD BA 123HP ABS 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60905,AUDI,A1,2016,S LINE TFSI HB S TRONIC AA EE CD BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33501,AUDI,A1,2017,COOL TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33502,AUDI,A1,2017,COOL TUR HB S TRONIC 125HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33503,AUDI,A1,2017,EGO TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33504,AUDI,A1,2017,EGO TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33505,AUDI,A1,2017,SLINE TUR HB S TRONIC 185HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33506,AUDI,A1,2017,S LINE TFSI HB S TRONIC AA EE AM BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33507,AUDI,A1,2017,EGO TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33508,AUDI,A1,2017,EGO TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33509,AUDI,A1,2017,COOL TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33510,AUDI,A1,2017,COOL TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33511,AUDI,A1,2017,SPORTBACK URBAN HB S TRONIC AA EE CD BA 123HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33512,AUDI,A1,2017,SPORTBACK URBAN HB STD AA EE CD BA 123HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33513,AUDI,A1,2017,URBAN HB S TRONIC AA EE CD BA 123HP ABS 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33514,AUDI,A1,2017,URBAN HB STD AA EE CD BA 123HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60950,AUDI,A1,2017,S LINE TFSI HB S TRONIC AA EE CD BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,72351,AUDI,A1,2017,A1 EGO HB AUT 125HP 1.4L 4CIL 3P 5OCUP,,1
ZURICH,70651,AUDI,A1,2017,SPORTBACK HB S TRONIC AA EE CD BA VP 125HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33515,AUDI,A1,2018,COOL TUR HB STD 122HP 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33516,AUDI,A1,2018,COOL TUR HB S TRONIC 125HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33517,AUDI,A1,2018,EGO TUR HB S TRONIC 122HP 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33518,AUDI,A1,2018,SLINE TUR HB S TRONIC 185HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33519,AUDI,A1,2018,S LINE TFSI HB S TRONIC AA EE AM BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33520,AUDI,A1,2018,EGO TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33521,AUDI,A1,2018,COOL TFSI HB S TRONIC AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33522,AUDI,A1,2018,COOL TFSI HB STD AA EE CD BA 120HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,33523,AUDI,A1,2018,URBAN HB S TRONIC AA EE CD BA 123HP ABS 1.4L 4CIL 3P 5OCUP,AUTO,1
ZURICH,33524,AUDI,A1,2018,URBAN HB STD AA EE CD BA 123HP ABS 1.4L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,33525,AUDI,A1,2018,URBAN HB S TRONIC AA EE CD BA 123HP ABS 1.4L 4CIL 5P 5OCUP,AUTO,1
ZURICH,33526,AUDI,A1,2018,URBAN HB STD AA EE CD BA 123HP ABS 1.4L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,60994,AUDI,A1,2018,S LINE TFSI HB S TRONIC AA EE CD BA VP 182HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,55592,AUDI,A1,2020,SPORTBACK URBAN HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,55593,AUDI,A1,2020,SPORTBACK COOL HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,55594,AUDI,A1,2020,SPORTBACK EGO HB S TRONIC AA EE CD BA 150HP ABS 1.5L 4CIL 5P 5OCUP,AUTO,1
ZURICH,55595,AUDI,A1,2020,SPORTBACK S LINE HB S TRONIC AA EE CD BA VP 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,59633,AUDI,A1,2021,SPORTBACK URBAN HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,59634,AUDI,A1,2021,SPORTBACK COOL HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,59635,AUDI,A1,2021,SPORTBACK EGO HB S TRONIC AA EE CD BA 150HP ABS 1.5L 4CIL 5P 5OCUP,AUTO,1
ZURICH,59636,AUDI,A1,2021,SPORTBACK S LINE HB S TRONIC AA EE CD BA VP 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,68651,AUDI,A1,2022,SPORTBACK URBAN HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,68652,AUDI,A1,2022,SPORTBACK COOL HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,68653,AUDI,A1,2022,SPORTBACK EGO HB S TRONIC AA EE CD BA 150HP ABS 1.5L 4CIL 5P 5OCUP,AUTO,1
ZURICH,68654,AUDI,A1,2022,SPORTBACK S LINE HB S TRONIC AA EE CD BA VP 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,69787,AUDI,A1,2023,SPORTBACK URBAN HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,69788,AUDI,A1,2023,SPORTBACK COOL HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,69789,AUDI,A1,2023,SPORTBACK EGO HB S TRONIC AA EE CD BA 150HP ABS 1.5L 4CIL 5P 5OCUP,AUTO,1
ZURICH,69790,AUDI,A1,2023,SPORTBACK S LINE HB S TRONIC AA EE CD BA VP 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,70652,AUDI,A1,2024,SB 30 COOL HB S TRONIC AA EE MP3 USB BA 116HP ABS 1L 3CIL 5P 5OCUP,AUTO,1
ZURICH,70653,AUDI,A1,2024,SB 35 EGO HB S TRONIC AA EE MP3 USB BA 150HP ABS 1.5L 4CIL 5P 5OCUP,AUTO,1
ZURICH,70654,AUDI,A1,2024,SB 40 S LINE HB S TRONIC AA EE MP3 USB BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,72352,AUDI,A1,2024,A1 SPORTBACK COOL HB S TRONIC AA EE CD BA 116HP ABS 1L 3CIL 5P 5OCUP,,1
ZURICH,72353,AUDI,A1,2024,A1 SPORTBACK EGO HB S TRONIC AA EE CD BA 150HP ABS 1.5L 4CIL 5P 5OCUP,,1
ZURICH,72354,AUDI,A1,2025,A1 SB 30 COOL HB S TRONIC AA EE MP3 USB BA 116HP ABS 1L 3CIL 5P 5OCUP,,1
ZURICH,72355,AUDI,A1,2025,A1 SPORTBACK BLACK EGO EDITION HB AUT AA EE CD BA 150HP ABS 1.5L 4CIL 5P 5OCUP,,1
ZURICH,72356,AUDI,A1,2025,A1 SPORTABACK S LINE 30 HB S TRONIC AA EE CD BA VP 116HP ABS 1L 3CIL 5P 5OCUP,,1
ZURICH,72357,AUDI,A1,2025,A1 SPORTABACK EGO 30 HB S TRONIC AA EE CD BA VP 116HP ABS 1L 3CIL 5P 5OCUP,,1
ZURICH,32737,AUDI,A3,2000,AMBITION HB AUT CD BA VP 150HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32738,AUDI,A3,2000,ATTRACTION TUR HB AUT BA 150HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32739,AUDI,A3,2000,AMBITION HB STD CD BA VP 180HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32740,AUDI,A3,2000,TUR AMBITION HB STD CD BA 150HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32741,AUDI,A3,2000,TUR AMBITION HB AUT CD BA 150HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32742,AUDI,A3,2000,ATTRACTION TUR HB STD BA 150HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32743,AUDI,A3,2000,TUR AMBITION HB STD CD BA 180HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32744,AUDI,A3,2001,AMBITION HB STD CD BA VP 150HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32745,AUDI,A3,2001,AMBITION HB AUT CD BA VP 150HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32746,AUDI,A3,2001,AMBIENTE HB STD BA 150HP ABS 2.0L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32747,AUDI,A3,2001,AMBIENTE HB TIPTRONIC BA 150HP ABS 2.0L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32748,AUDI,A3,2001,SPORTBACK ATTRACTION HB STD CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32749,AUDI,A3,2001,SPORTBACK ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32750,AUDI,A3,2001,ATTRACTION HB STD CD BA QC 180HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32751,AUDI,A3,2001,ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32752,AUDI,A3,2001,AMBITION HB STD CD BA VP 180HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32753,AUDI,A3,2001,AMBITION HB AUT CD BA VP 180HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60658,AUDI,A3,2001,AMBIENTE HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60659,AUDI,A3,2001,AMBIENTE HB TIPTRONIC BA 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60660,AUDI,A3,2001,SPORTBACK ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCU,AUTO,1
ZURICH,32754,AUDI,A3,2002,SPORTBACK ATTRACTION HB STD BA 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32755,AUDI,A3,2002,SPORTBACK ATTRACTION HB AUT BA 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32756,AUDI,A3,2002,AMBIENTE HB STD BA 150HP ABS 2.0L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32757,AUDI,A3,2002,AMBIENTE HB TIPTRONIC BA 150HP ABS 2.0L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32758,AUDI,A3,2002,SPORTBACK ATTRACTION HB STD CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32759,AUDI,A3,2002,SPORTBACK ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32760,AUDI,A3,2002,SPORTBACK AMBIENTE HB STD BA 180HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32761,AUDI,A3,2002,SPORTBACK AMBIENTE HB AUT BA 180HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32762,AUDI,A3,2002,ATTRACTION HB STD CD BA QC 180HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32763,AUDI,A3,2002,ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32764,AUDI,A3,2002,SPORTBACK ADVANCE HB STD BA VP 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32765,AUDI,A3,2002,SPORTBACK ADVANCE HB TIPTRONIC BA VP 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32766,AUDI,A3,2002,SPORTBACK ADVANCE HB STD CD BA QC VP 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32767,AUDI,A3,2002,SPORTBACK ADVANCE HB AUT BA VP 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,60661,AUDI,A3,2002,AMBIENTE HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60662,AUDI,A3,2002,AMBIENTE HB TIPTRONIC BA 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60663,AUDI,A3,2002,SPORTBACK ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCU,AUTO,1
ZURICH,32768,AUDI,A3,2003,AMBIENTE HB STD BA 150HP ABS 2.0L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32769,AUDI,A3,2003,AMBIENTE HB TIPTRONIC BA 150HP ABS 2.0L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32770,AUDI,A3,2003,SPORTBACK ATTRACTION HB STD CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32771,AUDI,A3,2003,SPORTBACK ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32772,AUDI,A3,2003,SPORTBACK AMBIENTE HB STD BA 180HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32773,AUDI,A3,2003,SPORTBACK AMBIENTE HB AUT BA 180HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32774,AUDI,A3,2003,ATTRACTION HB STD CD BA QC 180HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32775,AUDI,A3,2003,ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32776,AUDI,A3,2003,SPORTBACK ADVANCE HB STD BA VP 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32777,AUDI,A3,2003,SPORTBACK ADVANCE HB TIPTRONIC BA VP 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,60664,AUDI,A3,2003,AMBIENTE HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60665,AUDI,A3,2003,AMBIENTE HB TIPTRONIC BA 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60666,AUDI,A3,2003,SPORTBACK ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCU,AUTO,1
ZURICH,32778,AUDI,A3,2004,AMBIENTE HB STD BA 150HP ABS 2.0L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32779,AUDI,A3,2004,AMBIENTE HB TIPTRONIC BA 150HP ABS 2.0L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32780,AUDI,A3,2004,SPORTBACK ATTRACTION HB STD CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32781,AUDI,A3,2004,SPORTBACK ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32782,AUDI,A3,2004,SPORTBACK AMBIENTE HB STD BA 180HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32783,AUDI,A3,2004,SPORTBACK AMBIENTE HB AUT BA 180HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32784,AUDI,A3,2004,SPORTBACK ADVANCE HB STD BA VP 180HP ABS 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32785,AUDI,A3,2004,SPORTBACK ADVANCE HB TIPTRONIC BA VP 180HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32786,AUDI,A3,2004,ATTRACTION R17 HB STD CD BA QC 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32787,AUDI,A3,2004,ATTRACTION R17 HB TIPTRONIC CD BA QC 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32788,AUDI,A3,2004,ATTRACTION PLUS HB STD BA VP 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32789,AUDI,A3,2004,ATTRACTION PLUS HB TIPTRONIC BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32790,AUDI,A3,2004,QUATTRO HB STD BA VP 250HP ABS 3.2L 6CIL 3P 5OCUP,MANUAL,1
ZURICH,32791,AUDI,A3,2004,AMBIENTE R16 HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32792,AUDI,A3,2004,AMBIENTE HB AUT BA 180HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60667,AUDI,A3,2004,AMBIENTE HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,60668,AUDI,A3,2004,AMBIENTE HB TIPTRONIC BA 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,60669,AUDI,A3,2004,SPORTBACK ATTRACTION HB TIPTRONIC CD BA QC 180HP ABS 1.8L 4CIL 5P 5OCU,AUTO,1
ZURICH,32793,AUDI,A3,2005,AMBIENTE HB TIPTRONIC BA 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32794,AUDI,A3,2005,ATTRACTION R17 HB STD CD BA QC 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32795,AUDI,A3,2005,ATTRACTION R17 HB TIPTRONIC CD BA QC 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32796,AUDI,A3,2005,ATTRACTION PLUS HB STD BA VP 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32797,AUDI,A3,2005,ATTRACTION PLUS HB TIPTRONIC BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32798,AUDI,A3,2005,QUATTRO HB STD BA VP 250HP ABS 3.2L 6CIL 3P 5OCUP,MANUAL,1
ZURICH,32799,AUDI,A3,2005,AMBIENTE R16 HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32800,AUDI,A3,2005,QUATTRO HB DSG BA VP 250HP ABS 3.2L 6CIL 3P 5OCUP,AUTO,1
ZURICH,32801,AUDI,A3,2005,SPORTBACK AMBIENTE FSI HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32802,AUDI,A3,2005,SPORTBACK AMBIENTE HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32803,AUDI,A3,2005,SPORTBACK ATTRACTION HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32804,AUDI,A3,2005,SPORTBACK ATTRACTION HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32805,AUDI,A3,2005,SPORTBACK ATTRACTION PLUS HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32806,AUDI,A3,2005,SPORTBACK ATTRACTION PLUS HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32807,AUDI,A3,2005,SPORTBACK ATTRACTION TUR HB DSG BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32808,AUDI,A3,2005,SPORTBACK ATTRACTION TUR PLUS HB DSG BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32809,AUDI,A3,2006,AMBIENTE HB TIPTRONIC BA 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32810,AUDI,A3,2006,ATTRACTION R17 HB STD CD BA QC 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32811,AUDI,A3,2006,ATTRACTION R17 HB TIPTRONIC CD BA QC 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32812,AUDI,A3,2006,ATTRACTION PLUS HB STD BA VP 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32813,AUDI,A3,2006,ATTRACTION PLUS HB TIPTRONIC BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32814,AUDI,A3,2006,QUATTRO HB STD BA VP 250HP ABS 3.2L 6CIL 3P 5OCUP,MANUAL,1
ZURICH,32815,AUDI,A3,2006,AMBIENTE R16 HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32816,AUDI,A3,2006,AMBIENTE HB TIPTRONIC BA QC 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32817,AUDI,A3,2006,QUATTRO HB DSG BA VP 250HP ABS 3.2L 6CIL 3P 5OCUP,AUTO,1
ZURICH,32818,AUDI,A3,2006,SPORTBACK AMBIENTE FSI HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32819,AUDI,A3,2006,SPORTBACK ATTRACTION HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32820,AUDI,A3,2006,SPORTBACK ATTRACTION HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32821,AUDI,A3,2006,SPORTBACK ATTRACTION PLUS HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32822,AUDI,A3,2006,SPORTBACK ATTRACTION PLUS HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32823,AUDI,A3,2006,SPORTBACK ATTRACTION TUR PLUS HB DSG BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32824,AUDI,A3,2006,SPORTBACK QUATTRO HB STD BA 250HP ABS 3.2L 6CIL 5P 5OCUP,MANUAL,1
ZURICH,32825,AUDI,A3,2006,SPORTBACK QUATTRO HB DSG BA 250HP ABS 3.2L 6CIL 5P 5OCUP,AUTO,1
ZURICH,32826,AUDI,A3,2006,SLINE FSI TUR HB DSG BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32827,AUDI,A3,2006,ATTRACTION FSI TUR PLUS HB DSG BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32828,AUDI,A3,2006,SPORTBACK SLINE FSI TUR HB DSG BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32829,AUDI,A3,2006,SPORTBACK ATTRACTION FSI TUR HB DSG BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32830,AUDI,A3,2006,AMBIENTE R16 HB STD BA QC 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32831,AUDI,A3,2006,ATTRACTION FSI TUR HB DSG BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32832,AUDI,A3,2006,SPORTBACK AMBIENTE FSI HB TIPTRONIC BA 200HP ABS 2.0L 4CIL 5P 5OCUP,AUTO,1
ZURICH,60673,AUDI,A3,2006,SPORTBACK AMBIENTE FSI HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32833,AUDI,A3,2007,ATTRACTION R17 HB STD CD BA QC 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32834,AUDI,A3,2007,AMBIENTE FSI HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32835,AUDI,A3,2007,AMBIENTE FSI HB TIPTRONIC BA 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32836,AUDI,A3,2007,AMBIENTE HB TIPTRONIC BA QC 150HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32837,AUDI,A3,2007,QUATTRO HB STD 250HP 3.2L 6CIL 3P 5OCUP,MANUAL,1
ZURICH,32838,AUDI,A3,2007,SPORTBACK AMBIENTE FSI HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32839,AUDI,A3,2007,SPORTBACK AMBIENTE HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32840,AUDI,A3,2007,SPORTBACK ATTRACTION HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32841,AUDI,A3,2007,SPORTBACK ATTRACTION PLUS HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32842,AUDI,A3,2007,SPORTBACK ATTRACTION PLUS HB TIPTRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
